,accession,study_accession,pmid/doi,apis_species,apis_subspecies,geographic_location_manually_curated,continent,sex_manually_curated,class_manually_curated,sampling_year_manually_curated,pooled_samples,notes,read_count,base_count,depth,sample_average_depth,library_strategy,coverage,library_source,library_layout,run_accession,xref_articles,SRA accession,experiment_accession,parent_study,experiment_title,study_title,project_name,sample_title,sample_description,tax_id,instrument_platform,instrument_model,nominal_length,nominal_sdev,fastq_aspera,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_md5,sra_aspera,sra_bytes,sra_ftp,sra_galaxy,sra_md5,submitted_aspera,submitted_bytes,submitted_format,submitted_ftp,submitted_galaxy,submitted_host_sex,submitted_md5,first_created,first_public,last_updated
114,SAMN08038361,PRJNA418874,29931308,cerana,unknown,"Sichuan, China",Asia,female,worker,2018,unknown,,4550051,1137512750,4.98184085711193,4.98184085711193,WGS,,GENOMIC,PAIRED,SRR6301367,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696235,SRX3402251,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301367/SRR6301367_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301367/SRR6301367_2.fastq.gz,433576828;398972528,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301367/SRR6301367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301367/SRR6301367_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301367/SRR6301367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301367/SRR6301367_2.fastq.gz,a742f1cedb09a2ecab76a663cf101eaf;6efb68b287d30dcab3a9f6d6e05c981a,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/007/SRR6301367,588288754.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301367,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301367,0a7816bc20220ce0b43e77cd4db2c261,,,,,,,,2018-06-28,2018-06-28,2018-06-28
115,SAMN08038362,PRJNA418874,29931308,cerana,unknown,"Sichuan, China",Asia,female,worker,2018,unknown,,4637554,1159388500,5.07764769983081,5.07764769983081,WGS,,GENOMIC,PAIRED,SRR6301366,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696236,SRX3402252,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301366/SRR6301366_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301366/SRR6301366_2.fastq.gz,437274042;400440242,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301366/SRR6301366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301366/SRR6301366_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301366/SRR6301366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301366/SRR6301366_2.fastq.gz,9a050162ecbb527e7807dad3fb5cabb3;a4ea0dda6cae19c08f2ca13c089be540,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/006/SRR6301366,590386671.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301366,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301366,00cec2cec095ffe9fb44380253c9844c,,,,,,,,2018-06-28,2018-06-28,2018-06-28
116,SAMN08038363,PRJNA418874,29931308,cerana,unknown,"Sichuan, China",Asia,female,worker,2018,unknown,,6894398,1723599500,7.54866124392689,7.54866124392689,WGS,,GENOMIC,PAIRED,SRR6301369,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696233,SRX3402249,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301369/SRR6301369_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301369/SRR6301369_2.fastq.gz,647049450;610275965,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301369/SRR6301369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301369/SRR6301369_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301369/SRR6301369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301369/SRR6301369_2.fastq.gz,9d9aa0af9aa3108e11733551308ab0e3;0de17738b6cc8849521f331a742e21d2,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/009/SRR6301369,884032104.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301369,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301369,93ced0d1a4f3bf09fabf89d653d4a6f8,,,,,,,,2018-06-28,2018-06-28,2018-06-28
117,SAMN08038364,PRJNA418874,29931308,cerana,unknown,"Sichuan, China",Asia,female,worker,2018,unknown,,12352670,3088167500,13.5249112813067,13.5249112813067,WGS,,GENOMIC,PAIRED,SRR6301368,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696234,SRX3402250,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301368/SRR6301368_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301368/SRR6301368_2.fastq.gz,1166505631;1161307580,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301368/SRR6301368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301368/SRR6301368_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301368/SRR6301368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301368/SRR6301368_2.fastq.gz,8ca43f1c76805e3311ae6b5ccb042f59;e4263c218da614c973f5b1f53c497727,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/008/SRR6301368,1659417674.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301368,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301368,bca40f852decc44f95d48a057c7d7db1,,,,,,,,2018-06-28,2018-06-28,2018-06-28
118,SAMN08038365,PRJNA418874,29931308,cerana,unknown,"Sichuan, China",Asia,female,worker,2018,unknown,,11444758,2861189500,12.5308404244609,12.5308404244609,WGS,,GENOMIC,PAIRED,SRR6301363,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696239,SRX3402255,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/003/SRR6301363/SRR6301363_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/003/SRR6301363/SRR6301363_2.fastq.gz,1116652283;1083967065,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301363/SRR6301363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301363/SRR6301363_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301363/SRR6301363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301363/SRR6301363_2.fastq.gz,a518d27ce513f9f38925350b2fefb77a;967ee46aedc49257d72206cad9e98b2c,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/003/SRR6301363,1580364750.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/003/SRR6301363,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/003/SRR6301363,1fc125e625f52b66ca63e85c69a93a79,,,,,,,,2018-06-28,2018-06-28,2018-06-28
119,SAMN08038366,PRJNA418874,29931308,cerana,unknown,"Sichuan, China",Asia,female,worker,2018,unknown,,12617431,3154357750,13.8147975193225,13.8147975193225,WGS,,GENOMIC,PAIRED,SRR6301362,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696240,SRX3402256,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/002/SRR6301362/SRR6301362_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/002/SRR6301362/SRR6301362_2.fastq.gz,1213623789;1185931529,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301362/SRR6301362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301362/SRR6301362_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301362/SRR6301362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301362/SRR6301362_2.fastq.gz,de2ddf4eecb625d1ca0279d3f081fb32;8a92cea4011c16118d6735e12daeda39,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/002/SRR6301362,1722216563.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/002/SRR6301362,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/002/SRR6301362,071cd5d2315477f4141d6227508fb147,,,,,,,,2018-06-28,2018-06-28,2018-06-28
120,SAMN08038367,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,13240809,3310202250,14.4973327238344,14.4973327238344,WGS,,GENOMIC,PAIRED,SRR6301350,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696252,SRX3402268,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/000/SRR6301350/SRR6301350_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/000/SRR6301350/SRR6301350_2.fastq.gz,1250627571;1259705729,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301350/SRR6301350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301350/SRR6301350_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301350/SRR6301350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301350/SRR6301350_2.fastq.gz,fad9ea0e6fb4fe08cf6eef13eed5e92b;488a2e6483676a79f17d9c950806d397,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/000/SRR6301350,1792959236.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/000/SRR6301350,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/000/SRR6301350,dc8ed69491da8a358a5e82571e2fa84c,,,,,,,,2018-06-28,2018-06-28,2018-06-28
121,SAMN08038368,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,13065887,3266471750,14.3058110098123,14.3058110098123,WGS,,GENOMIC,PAIRED,SRR6301351,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696277,SRX3402267,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/001/SRR6301351/SRR6301351_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/001/SRR6301351/SRR6301351_2.fastq.gz,1244208046;1213434973,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301351/SRR6301351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301351/SRR6301351_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301351/SRR6301351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301351/SRR6301351_2.fastq.gz,d453afca073b56c4d94f2db36113556a;8aa4327a52cc028883cde80e9a267358,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/001/SRR6301351,1748600784.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/001/SRR6301351,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/001/SRR6301351,9b2fa97e31b93d36dfc5224dfcf2f27f,,,,,,,,2018-06-28,2018-06-28,2018-06-28
122,SAMN08038369,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,6135334,1533833500,6.71756373570933,6.71756373570933,WGS,,GENOMIC,PAIRED,SRR6301348,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696254,SRX3402270,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301348/SRR6301348_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301348/SRR6301348_2.fastq.gz,548775278;594957767,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301348/SRR6301348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301348/SRR6301348_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301348/SRR6301348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301348/SRR6301348_2.fastq.gz,5b072af339fbf6d677abb6d19a467aec;8aa4060b3cc67a5914512dd50304dafc,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/008/SRR6301348,809802277.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301348,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301348,f38f9375d126f0c8ac235305827dd4b2,,,,,,,,2018-06-28,2018-06-28,2018-06-28
123,SAMN08038370,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,12124802,3031200500,13.2754191080479,13.2754191080479,WGS,,GENOMIC,PAIRED,SRR6301349,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696253,SRX3402269,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301349/SRR6301349_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301349/SRR6301349_2.fastq.gz,1133840778;1159587676,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301349/SRR6301349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301349/SRR6301349_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301349/SRR6301349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301349/SRR6301349_2.fastq.gz,f80c5c92fc6ebcb6221fbc2ac732b014;6ffc41ee8edafc580dcdf37891f9b7b8,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/009/SRR6301349,1640271731.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301349,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301349,ae7733bd08e755520ed389c71cba45c7,,,,,,,,2018-06-28,2018-06-28,2018-06-28
124,SAMN08038371,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,25265790,7579737000,33.1961496455868,33.1961496455868,WGS,,GENOMIC,PAIRED,SRR6301346,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696256,SRX3402272,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301346/SRR6301346_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301346/SRR6301346_2.fastq.gz,1953092639;2339949390,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301346/SRR6301346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301346/SRR6301346_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301346/SRR6301346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301346/SRR6301346_2.fastq.gz,11bb9cea5f009824bb540f3e38029e99;6d23b64776067ae3841da2aa0e62215a,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/006/SRR6301346,3196856714.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301346,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301346,06c927b16088ae93bdb4c5257a8d3e87,,,,,,,,2018-06-28,2018-06-28,2018-06-28
125,SAMN08038372,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,15590057,4677017100,20.4834230457559,20.4834230457559,WGS,,GENOMIC,PAIRED,SRR6301347,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696255,SRX3402271,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301347/SRR6301347_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301347/SRR6301347_2.fastq.gz,1173982905;1403629020,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301347/SRR6301347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301347/SRR6301347_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301347/SRR6301347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301347/SRR6301347_2.fastq.gz,1810c20c68eabc64726e8b14efc53571;abb01351f0df1c2c6a97088fcc713229,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/007/SRR6301347,1937119731.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301347,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301347,6da0a80036fda19a6c640f70f2c04ac4,,,,,,,,2018-06-28,2018-06-28,2018-06-28
126,SAMN08038373,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,16658395,4997518500,21.8870881644823,21.8870881644823,WGS,,GENOMIC,PAIRED,SRR6301344,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696258,SRX3402274,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/004/SRR6301344/SRR6301344_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/004/SRR6301344/SRR6301344_2.fastq.gz,1283171929;1540113391,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301344/SRR6301344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301344/SRR6301344_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301344/SRR6301344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301344/SRR6301344_2.fastq.gz,5edf91618bf8659446e9b41ed7985af9;52b52152cb035ac620df9ce8b28f7f47,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/004/SRR6301344,2106186776.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/004/SRR6301344,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/004/SRR6301344,2ad17c9481f66426dccdb2b3072db4fa,,,,,,,,2018-06-28,2018-06-28,2018-06-28
127,SAMN08038374,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,20617336,6185200800,27.0886511424873,27.0886511424873,WGS,,GENOMIC,PAIRED,SRR6301345,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696257,SRX3402273,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/005/SRR6301345/SRR6301345_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/005/SRR6301345/SRR6301345_2.fastq.gz,1587433634;1870036880,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301345/SRR6301345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301345/SRR6301345_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301345/SRR6301345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301345/SRR6301345_2.fastq.gz,b905757006fa17a577fff95c31d0396d;9efa7ad80a569ecff02a318bbf8358bb,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/005/SRR6301345,2577083189.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/005/SRR6301345,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/005/SRR6301345,2151f67578af2c8607e75701b24b3177,,,,,,,,2018-06-28,2018-06-28,2018-06-28
128,SAMN08038375,PRJNA418874,29931308,cerana,unknown,"Tibet, China",Asia,female,worker,2018,unknown,,14254819,4276445700,18.7290840577221,18.7290840577221,WGS,,GENOMIC,PAIRED,SRR6301342,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696260,SRX3402276,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/002/SRR6301342/SRR6301342_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/002/SRR6301342/SRR6301342_2.fastq.gz,1108103684;1279327585,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301342/SRR6301342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301342/SRR6301342_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301342/SRR6301342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301342/SRR6301342_2.fastq.gz,67272c9b75863a07280b54ee7e304c4b;d48060a1cfe91fdc791778c799a7c1b5,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/002/SRR6301342,1783597619.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/002/SRR6301342,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/002/SRR6301342,b78a443acbe2a6b29d6a1e308b74a50b,,,,,,,,2018-06-28,2018-06-28,2018-06-28
